timestamp,section_counter,main,description,feels_like,temp,clouds,wind_speed,recent_buses,most_recent
Thu Jan  2 12:45:54 2020,2,Clouds,overcast clouds,278.79,282.52,90,4.1,-2042081099 -442086374 2062812949,2062812949
Thu Jan  2 12:48:01 2020,1,Clouds,overcast clouds,278.88,282.59,90,4.1,945466145 2062812949,945466145
Thu Jan  2 12:48:12 2020,2,Clouds,overcast clouds,278.88,282.59,90,4.1,945466145 2062812949,945466145
Thu Jan  2 12:49:44 2020,1,Clouds,overcast clouds,278.88,282.59,90,4.1,,
Thu Jan  2 12:50:16 2020,1,Clouds,overcast clouds,278.88,282.59,90,4.1,,
Thu Jan  2 12:51:22 2020,2,Clouds,overcast clouds,278.88,282.59,90,4.1,632560617 -801650890,-801650890
Thu Jan  2 12:52:32 2020,2,Clouds,overcast clouds,278.88,282.59,90,4.1,632560617 -801650890 -1610735680 -2048828324,-1610735680
Thu Jan  2 12:53:01 2020,2,Clouds,overcast clouds,278.88,282.59,90,4.1,632560617 -801650890 -1610735680 289536882 -2048828324,289536882
Thu Jan  2 12:53:37 2020,1,Clouds,overcast clouds,278.91,282.62,90,4.1,-1610735680 289536882,289536882
Thu Jan  2 12:54:40 2020,1,Clouds,overcast clouds,278.91,282.62,90,4.1,289536882,289536882
Thu Jan  2 12:55:55 2020,2,Clouds,overcast clouds,278.91,282.62,90,4.1,-418295595,-418295595
Thu Jan  2 12:56:12 2020,1,Clouds,overcast clouds,278.91,282.62,90,4.1,-418295595 -16421329,-16421329
Thu Jan  2 12:56:20 2020,1,Clouds,overcast clouds,278.91,282.62,90,4.1,-418295595 -16421329,-16421329
Thu Jan  2 12:56:57 2020,1,Clouds,overcast clouds,278.91,282.62,90,4.1,-16421329,-16421329
Thu Jan  2 12:57:05 2020,1,Clouds,overcast clouds,278.91,282.62,90,4.1,-16421329,-16421329
Thu Jan  2 12:58:55 2020,1,Clouds,overcast clouds,278.96,282.66,90,4.1,187338329 1347160330 -847854193,1347160330
Thu Jan  2 12:59:49 2020,1,Clouds,overcast clouds,278.96,282.66,90,4.1,1347160330 -847854193 1085502742,1085502742
Thu Jan  2 13:00:02 2020,1,Clouds,overcast clouds,278.96,282.66,90,4.1,1347160330 -847854193 1085502742,1085502742
Thu Jan  2 13:00:10 2020,1,Clouds,overcast clouds,278.96,282.66,90,4.1,1347160330 -847854193 1085502742,1085502742
Thu Jan  2 13:00:28 2020,1,Clouds,overcast clouds,278.96,282.66,90,4.1,1347160330 -847854193 1085502742,1085502742
Thu Jan  2 13:00:56 2020,3,Clouds,overcast clouds,278.96,282.66,90,4.1,1085502742,1085502742
Thu Jan  2 13:01:19 2020,2,Clouds,overcast clouds,278.96,282.66,90,4.1,1085502742,1085502742
Thu Jan  2 13:01:33 2020,1,Clouds,overcast clouds,278.96,282.66,90,4.1,1085502742,1085502742
Thu Jan  2 13:02:06 2020,2,Clouds,overcast clouds,278.96,282.66,90,4.1,,
Thu Jan  2 13:03:11 2020,2,Clouds,overcast clouds,278.96,282.66,90,4.1,188714585,188714585
Thu Jan  2 13:04:17 2020,3,Clouds,overcast clouds,279.01,282.7,90,4.1,188714585,188714585
Thu Jan  2 13:04:31 2020,2,Clouds,overcast clouds,279.01,282.7,90,4.1,188714585,188714585
Thu Jan  2 13:04:57 2020,1,Clouds,overcast clouds,279.01,282.7,90,4.1,188714585,188714585
Thu Jan  2 13:05:06 2020,3,Clouds,overcast clouds,279.01,282.7,90,4.1,188714585 1385241935 -135696169,1385241935
Thu Jan  2 13:05:30 2020,1,Clouds,overcast clouds,279.01,282.7,90,4.1,188714585 1385241935 -135696169,1385241935
Thu Jan  2 13:05:54 2020,1,Clouds,overcast clouds,279.01,282.7,90,4.1,188714585 1385241935 -135696169,1385241935
Thu Jan  2 13:06:07 2020,3,Clouds,overcast clouds,279.01,282.7,90,4.1,1385241935 -135696169 683398969,683398969
Thu Jan  2 13:06:49 2020,1,Clouds,overcast clouds,279.01,282.7,90,4.1,1385241935 -135696169 683398969,683398969
Thu Jan  2 13:07:13 2020,2,Clouds,overcast clouds,279.01,282.7,90,4.1,683398969,683398969
Thu Jan  2 13:07:42 2020,1,Clouds,overcast clouds,279.01,282.7,90,4.1,761220171,761220171
Thu Jan  2 13:08:02 2020,4,Clouds,overcast clouds,279.01,282.7,90,4.1,761220171,761220171
Thu Jan  2 13:09:08 2020,3,Clouds,overcast clouds,279.01,282.7,90,4.1,,
Thu Jan  2 13:10:43 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,1436600079 1472391059 -48790929,-48790929
Thu Jan  2 13:10:55 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,1436600079 1472391059 -48790929,-48790929
Thu Jan  2 13:11:24 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,1472391059 -48790929,-48790929
Thu Jan  2 13:12:18 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,-48790929 -808330398,-808330398
Thu Jan  2 13:13:12 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,-808330398,-808330398
Thu Jan  2 13:16:40 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,-1222310575 1564657114 33741094,33741094
Thu Jan  2 13:16:56 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,1564657114 33741094,33741094
Thu Jan  2 13:20:07 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,1089032562 -2048435109,1089032562
Thu Jan  2 13:22:38 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,542657908 -1204176153 1835521675,542657908
Thu Jan  2 13:23:27 2020,4,Clouds,broken clouds,278.21,282.77,75,5.7,542657908 -1204176153 1835521675 1074252466,542657908
Thu Jan  2 13:24:31 2020,2,Clouds,broken clouds,278.21,282.77,75,5.7,542657908 1074252466,542657908
Thu Jan  2 13:24:58 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,542657908 1074252466,542657908
Thu Jan  2 13:25:08 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,542657908 1074252466,542657908
Thu Jan  2 13:26:26 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,542657908 1074252466,542657908
Thu Jan  2 13:27:15 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,542657908 1074252466 1773610305 1486525251,1486525251
Thu Jan  2 13:27:45 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,1773610305 1486525251,1486525251
Thu Jan  2 13:28:10 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,1773610305 1486525251,1486525251
Thu Jan  2 13:28:28 2020,3,Clouds,broken clouds,278.2,282.76,75,5.7,1773610305 1486525251,1486525251
Thu Jan  2 13:28:39 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,1773610305 1486525251,1486525251
Thu Jan  2 13:29:08 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,1486525251 760617276,760617276
Thu Jan  2 13:29:32 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,-806429853 760617276,-806429853
Thu Jan  2 13:30:19 2020,1,Clouds,broken clouds,278.2,282.76,75,5.7,-806429853 1441959998 760617276,1441959998
Thu Jan  2 13:31:59 2020,2,Clouds,broken clouds,278.2,282.76,75,5.7,-43483091 -2048959400,-43483091
Thu Jan  2 13:32:56 2020,3,Clouds,broken clouds,278.32,282.86,75,5.7,-43483091 -2048959400 -839288445,-43483091
Thu Jan  2 13:33:08 2020,5,Clouds,broken clouds,278.32,282.86,75,5.7,-43483091 -2048959400 -839288445,-43483091
Thu Jan  2 13:33:33 2020,1,Clouds,broken clouds,278.32,282.86,75,5.7,-43483091 -2048959400 -839288445,-43483091
Thu Jan  2 13:33:47 2020,1,Clouds,broken clouds,278.32,282.86,75,5.7,-43483091 -839288445,-43483091
Thu Jan  2 13:34:04 2020,3,Clouds,broken clouds,278.32,282.86,75,5.7,-43483091 -839288445,-43483091
Thu Jan  2 13:34:42 2020,1,Clouds,broken clouds,278.32,282.86,75,5.7,-43483091 -839288445,-43483091
Thu Jan  2 13:38:37 2020,2,Clouds,broken clouds,278.21,282.77,75,5.7,-1793356034,-1793356034
Thu Jan  2 13:39:35 2020,3,Clouds,broken clouds,278.21,282.77,75,5.7,-1793356034 1442811966,1442811966
Thu Jan  2 13:39:58 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,-1793356034 1442811966 -2020888545,-2020888545
Thu Jan  2 13:40:08 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,-1793356034 959977885 1442811966 -2020888545,959977885
Thu Jan  2 13:40:16 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,-1793356034 959977885 1442811966 -2020888545,959977885
Thu Jan  2 13:40:42 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,-1793356034 959977885 1442811966 -2020888545,959977885
Thu Jan  2 13:41:20 2020,3,Clouds,broken clouds,278.21,282.77,75,5.7,959977885 1442811966 -2020888545 1085043986,1085043986
Thu Jan  2 13:42:31 2020,1,Clouds,broken clouds,278.21,282.77,75,5.7,737376253 1085043986 -1463740155,-1463740155
Thu Jan  2 13:43:57 2020,2,Clouds,overcast clouds,278.35,282.88,90,5.7,737376253 -1463740155 361826488,361826488
Thu Jan  2 13:44:43 2020,1,Clouds,overcast clouds,278.35,282.88,90,5.7,361826488,361826488
Thu Jan  2 13:47:02 2020,1,Clouds,overcast clouds,278.35,282.88,90,5.7,1085043986 791951776 -450157381,-450157381
Thu Jan  2 13:48:55 2020,1,Clouds,overcast clouds,278.35,282.88,90,5.7,-450157381 -418856461,-418856461
Thu Jan  2 13:49:23 2020,2,Clouds,overcast clouds,278.35,282.88,90,5.7,-418856461,-418856461
Thu Jan  2 13:49:42 2020,1,Clouds,overcast clouds,278.35,282.88,90,5.7,-418856461 -1171376486,-1171376486
Thu Jan  2 13:50:19 2020,2,Clouds,overcast clouds,278.35,282.88,90,5.7,-1171376486,-1171376486
Thu Jan  2 13:50:55 2020,2,Clouds,overcast clouds,278.35,282.88,90,5.7,-1171376486,-1171376486
Thu Jan  2 13:51:16 2020,1,Clouds,overcast clouds,278.35,282.88,90,5.7,-1171376486,-1171376486
Thu Jan  2 13:52:42 2020,1,Clouds,overcast clouds,278.35,282.88,90,5.7,-1388146074 1139381708 683333433,683333433
Thu Jan  2 13:53:53 2020,1,Clouds,overcast clouds,278.35,282.88,90,5.7,-1388146074 941592385 -1249895492 683333433,941592385
Thu Jan  2 13:54:11 2020,4,Clouds,overcast clouds,278.35,282.88,90,5.7,-1388146074 941592385 -1249895492 683333433,941592385
Thu Jan  2 13:55:01 2020,1,Clouds,overcast clouds,278.38,282.91,90,5.7,941592385,941592385
Thu Jan  2 13:55:30 2020,4,Clouds,overcast clouds,278.38,282.91,90,5.7,941592385,941592385
Thu Jan  2 13:57:40 2020,1,Clouds,overcast clouds,278.38,282.91,90,5.7,-450681670 1299886420 -37872659 -2048828324,-37872659
Thu Jan  2 13:59:33 2020,2,Clouds,overcast clouds,278.38,282.91,90,5.7,-399743739,-399743739
Thu Jan  2 13:59:56 2020,1,Clouds,overcast clouds,278.38,282.91,90,5.7,-399743739,-399743739
Thu Jan  2 14:00:58 2020,1,Clouds,overcast clouds,278.45,282.96,90,5.7,-399743739,-399743739
Thu Jan  2 14:01:54 2020,13,Clouds,overcast clouds,278.45,282.96,90,5.7,,
Thu Jan  2 14:02:20 2020,1,Clouds,overcast clouds,278.45,282.96,90,5.7,,
Thu Jan  2 14:02:45 2020,1,Clouds,overcast clouds,278.45,282.96,90,5.7,1437176440,1437176440
Thu Jan  2 14:02:57 2020,3,Clouds,overcast clouds,278.45,282.96,90,5.7,1437176440,1437176440
Thu Jan  2 14:04:36 2020,1,Clouds,overcast clouds,278.45,282.96,90,5.7,1437176440,1437176440
Thu Jan  2 14:09:48 2020,1,Clouds,overcast clouds,278.02,282.97,90,5.7,-47611285 1541812763,-47611285
Thu Jan  2 14:11:30 2020,1,Clouds,overcast clouds,278.02,282.97,90,5.7,-1060150060 -2014072804,-2014072804
Thu Jan  2 14:11:47 2020,1,Clouds,overcast clouds,278.02,282.97,90,5.7,-1060150060 -2014072804,-2014072804
Thu Jan  2 14:12:19 2020,1,Clouds,overcast clouds,278.02,282.97,90,5.7,-1060150060 -2014072804 -2058828322,-2058828322
Thu Jan  2 14:13:25 2020,2,Clouds,overcast clouds,278.02,282.97,90,5.7,-2014072804 -2058828322,-2014072804
Thu Jan  2 14:13:33 2020,2,Clouds,overcast clouds,278.02,282.97,90,5.7,-2014072804 -2058828322 1442615358,1442615358
Thu Jan  2 14:14:42 2020,2,Clouds,overcast clouds,278.02,282.97,90,5.7,1442615358,1442615358
Thu Jan  2 14:15:37 2020,2,Clouds,broken clouds,278.79,282.97,75,4.6,-2014072804,-2014072804
Thu Jan  2 14:16:52 2020,2,Clouds,broken clouds,278.79,282.97,75,4.6,-2014072804 944089893,944089893
Thu Jan  2 14:17:10 2020,1,Clouds,broken clouds,278.79,282.97,75,4.6,944089893 1829169003,1829169003
Thu Jan  2 14:18:01 2020,1,Clouds,broken clouds,278.79,282.97,75,4.6,944089893 1829169003,944089893
Thu Jan  2 14:19:14 2020,1,Clouds,broken clouds,278.79,282.97,75,4.6,944089893,944089893
Thu Jan  2 14:20:17 2020,1,Clouds,broken clouds,278.79,282.97,75,4.6,-259516092,-259516092
Thu Jan  2 14:24:16 2020,1,Clouds,broken clouds,278.78,282.96,75,4.6,-2053218786,-2053218786
Thu Jan  2 14:25:31 2020,1,Clouds,broken clouds,278.78,282.96,75,4.6,-2053218786 549701646 -1223162544,549701646
Thu Jan  2 14:27:54 2020,1,Clouds,broken clouds,278.78,282.96,75,4.6,-808199326 -1232761177,-808199326
Thu Jan  2 14:28:20 2020,1,Clouds,broken clouds,278.78,282.96,75,4.6,-808199326 -1232761177,-808199326
Thu Jan  2 14:29:04 2020,1,Clouds,broken clouds,278.78,282.96,75,4.6,-808199326,-808199326
Thu Jan  2 14:29:30 2020,2,Clouds,broken clouds,278.78,282.96,75,4.6,1943818346,1943818346
Thu Jan  2 14:29:56 2020,0,Clouds,broken clouds,278.78,282.96,75,4.6,1943818346,1943818346
Thu Jan  2 14:30:31 2020,5,Clouds,broken clouds,278.78,282.96,75,4.6,1943818346 -16683488 -49184152,1943818346
Thu Jan  2 14:30:52 2020,7,Clouds,broken clouds,278.78,282.96,75,4.6,1943818346 -16683488 -49184152,1943818346
Thu Jan  2 14:31:47 2020,3,Clouds,broken clouds,278.78,282.96,75,4.6,1943818346 -16683488,1943818346
Thu Jan  2 14:31:58 2020,1,Clouds,broken clouds,278.78,282.96,75,4.6,1943818346 -16683488,1943818346
Thu Jan  2 14:33:44 2020,1,Clouds,broken clouds,278.78,282.96,75,4.6,-927439271,-927439271
Thu Jan  2 14:34:19 2020,2,Clouds,broken clouds,278.78,282.96,75,4.6,-927439271,-927439271
Thu Jan  2 14:36:40 2020,1,Clouds,broken clouds,278.01,282.89,75,6.2,1392880078,1392880078
Thu Jan  2 14:37:49 2020,3,Clouds,broken clouds,278.01,282.89,75,6.2,1392880078 -8557012 1942573162 -2004957321,1942573162
Thu Jan  2 14:38:46 2020,1,Clouds,broken clouds,278.01,282.89,75,6.2,1392880078 1942573162 -2004957321,1942573162
Thu Jan  2 14:38:53 2020,1,Clouds,broken clouds,278.01,282.89,75,6.2,1392880078 1942573162 -2004957321,1942573162
Thu Jan  2 14:39:21 2020,1,Clouds,broken clouds,278.01,282.89,75,6.2,1942573162 -2004957321 -1564778003,-1564778003
Thu Jan  2 14:39:56 2020,1,Clouds,broken clouds,278.01,282.89,75,6.2,1942573162 -1564778003 -1655664087,-1655664087
Thu Jan  2 14:40:06 2020,1,Clouds,broken clouds,278.01,282.89,75,6.2,1942573162 -1564778003 -1655664087,-1655664087
Thu Jan  2 14:41:07 2020,1,Clouds,broken clouds,278.01,282.89,75,6.2,-1564778003 -1655664087,-1655664087
Thu Jan  2 14:42:25 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,,
Thu Jan  2 14:43:54 2020,3,Clouds,broken clouds,276.01,282.88,75,8.7,991906815 -1646396792,-1646396792
Thu Jan  2 14:44:13 2020,2,Clouds,broken clouds,276.01,282.88,75,8.7,991906815 -1646396792,-1646396792
Thu Jan  2 14:44:38 2020,3,Clouds,broken clouds,276.01,282.88,75,8.7,991906815 -1646396792,-1646396792
Thu Jan  2 14:45:20 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,-1646396792 755256845,755256845
Thu Jan  2 14:45:57 2020,4,Clouds,broken clouds,276.01,282.88,75,8.7,755256845 679869258,679869258
Thu Jan  2 14:46:25 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,755256845 679869258,755256845
Thu Jan  2 14:46:46 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,755256845 679869258,755256845
Thu Jan  2 14:47:04 2020,2,Clouds,broken clouds,276.01,282.88,75,8.7,755256845 679869258,755256845
Thu Jan  2 14:47:52 2020,0,Clouds,broken clouds,276.01,282.88,75,8.7,,
Thu Jan  2 14:48:14 2020,2,Clouds,broken clouds,276.01,282.88,75,8.7,,
Thu Jan  2 14:48:36 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,,
Thu Jan  2 14:48:46 2020,2,Clouds,broken clouds,276.01,282.88,75,8.7,,
Thu Jan  2 14:48:58 2020,4,Clouds,broken clouds,276.01,282.88,75,8.7,,
Thu Jan  2 14:49:41 2020,2,Clouds,broken clouds,276.01,282.88,75,8.7,-709604267,-709604267
Thu Jan  2 14:50:07 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,-709604267,-709604267
Thu Jan  2 14:50:15 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,-709604267,-709604267
Thu Jan  2 14:50:34 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,-709604267,-709604267
Thu Jan  2 14:50:52 2020,1,Clouds,broken clouds,276.01,282.88,75,8.7,-709604267,-709604267
Thu Jan  2 14:52:21 2020,2,Clouds,broken clouds,276.01,282.88,75,8.7,1975014712,1975014712
Thu Jan  2 14:52:54 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,,
Thu Jan  2 14:53:30 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,,
Thu Jan  2 14:54:23 2020,2,Clouds,broken clouds,275.95,282.83,75,8.7,1975014712 -382937601 -442086374,-382937601
Thu Jan  2 14:54:35 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,1975014712 -382937601 -442086374,-382937601
Thu Jan  2 14:54:58 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,1975014712 -662586601 -382937601 -442086374,-662586601
Thu Jan  2 14:55:22 2020,6,Clouds,broken clouds,275.95,282.83,75,8.7,1975014712 -662586601 -382937601 -442086374,-662586601
Thu Jan  2 14:56:03 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,-662586601 -1864713418,-1864713418
Thu Jan  2 14:56:18 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,-662586601 -1864713418,-1864713418
Thu Jan  2 14:56:31 2020,2,Clouds,broken clouds,275.95,282.83,75,8.7,-662586601,-662586601
Thu Jan  2 14:56:46 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,-1864713418,-1864713418
Thu Jan  2 14:57:30 2020,1,Clouds,broken clouds,275.95,282.83,75,8.7,-1864713418 945466145 -1646921079,945466145
Thu Jan  2 14:57:56 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,-1864713418 -1646921079,-1646921079
Thu Jan  2 14:58:06 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,-1864713418 -1646921079,-1646921079
Thu Jan  2 14:58:56 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,945466145 -1646921079,945466145
Thu Jan  2 14:59:08 2020,6,Clouds,broken clouds,275.94,282.82,75,8.7,945466145 -1646921079,945466145
Thu Jan  2 14:59:23 2020,2,Clouds,broken clouds,275.94,282.82,75,8.7,945466145 -1646921079,945466145
Thu Jan  2 15:00:13 2020,5,Clouds,broken clouds,275.94,282.82,75,8.7,945466145 -1337018262 -2048959400,-2048959400
Thu Jan  2 15:01:03 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,-1337018262 -2048959400,-1337018262
Thu Jan  2 15:01:22 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,-1337018262 -2048959400,-1337018262
Thu Jan  2 15:02:07 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,-1337018262 -2048959400 -1610735680 588311592,-1610735680
Thu Jan  2 15:07:34 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,-1602788060 -16421329,-16421329
Thu Jan  2 15:08:39 2020,2,Clouds,broken clouds,275.94,282.82,75,8.7,-16421329,-16421329
Thu Jan  2 15:09:18 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,,
Thu Jan  2 15:10:34 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,1349723513,1349723513
Thu Jan  2 15:10:54 2020,2,Clouds,broken clouds,275.94,282.82,75,8.7,1349723513,1349723513
Thu Jan  2 15:11:03 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,1349723513,1349723513
Thu Jan  2 15:11:11 2020,2,Clouds,broken clouds,275.94,282.82,75,8.7,1349723513,1349723513
Thu Jan  2 15:11:37 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,1349723513 -48790929,-48790929
Thu Jan  2 15:11:57 2020,1,Clouds,broken clouds,275.94,282.82,75,8.7,1349723513 -48790929,-48790929
Thu Jan  2 15:13:37 2020,1,Clouds,broken clouds,277.64,282.78,75,6.2,-1257265232 1085502742 -436943022 733478589,-436943022
Thu Jan  2 15:14:46 2020,5,Clouds,broken clouds,277.64,282.78,75,6.2,-436943022 733478589,-436943022
Thu Jan  2 15:15:56 2020,1,Clouds,broken clouds,277.64,282.78,75,6.2,,
Thu Jan  2 15:16:04 2020,1,Clouds,broken clouds,277.64,282.78,75,6.2,,
Thu Jan  2 15:16:22 2020,1,Clouds,broken clouds,277.64,282.78,75,6.2,,
Thu Jan  2 15:16:39 2020,1,Clouds,broken clouds,277.64,282.78,75,6.2,,
Thu Jan  2 15:16:55 2020,1,Clouds,broken clouds,277.64,282.78,75,6.2,,
Thu Jan  2 15:17:58 2020,2,Clouds,broken clouds,277.64,282.78,75,6.2,683398969,683398969
Thu Jan  2 15:20:15 2020,0,Clouds,broken clouds,277.66,282.8,75,6.2,-808330398,-808330398
Thu Jan  2 15:20:31 2020,1,Clouds,broken clouds,277.66,282.8,75,6.2,-808330398,-808330398
Thu Jan  2 15:20:45 2020,0,Clouds,broken clouds,277.66,282.8,75,6.2,-808330398,-808330398
Thu Jan  2 15:21:33 2020,2,Clouds,broken clouds,277.66,282.8,75,6.2,-808330398 -1847981108,-1847981108
Thu Jan  2 15:22:14 2020,1,Clouds,broken clouds,277.66,282.8,75,6.2,-808330398 -1847981108,-1847981108
Thu Jan  2 15:22:32 2020,1,Clouds,broken clouds,277.66,282.8,75,6.2,-808330398 -1847981108 -2042081099 -1222310575,-1222310575
Thu Jan  2 15:23:00 2020,1,Clouds,broken clouds,277.66,282.8,75,6.2,-808330398 -1847981108 -2042081099 -1222310575 1564657114 1436600079,1564657114
Thu Jan  2 15:24:03 2020,1,Clouds,broken clouds,277.66,282.8,75,6.2,-1222310575 1564657114 1436600079,1564657114
Thu Jan  2 15:24:26 2020,1,Clouds,broken clouds,277.66,282.8,75,6.2,-1222310575 1564657114 1436600079,1564657114
Thu Jan  2 15:24:34 2020,4,Clouds,broken clouds,277.66,282.8,75,6.2,-1222310575 1564657114 1436600079,1564657114
Thu Jan  2 15:25:08 2020,1,Clouds,broken clouds,277.66,282.8,75,6.2,1564657114,1564657114
Thu Jan  2 15:25:18 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,1564657114,1564657114
Thu Jan  2 15:25:32 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,1564657114,1564657114
Thu Jan  2 15:26:05 2020,2,Clouds,broken clouds,277.65,282.79,75,6.2,,
Thu Jan  2 15:26:59 2020,3,Clouds,broken clouds,277.65,282.79,75,6.2,755650061,755650061
Thu Jan  2 15:27:48 2020,2,Clouds,broken clouds,277.65,282.79,75,6.2,755650061 711443324 -709407676,-709407676
Thu Jan  2 15:28:07 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,755650061 711443324 -709407676,-709407676
Thu Jan  2 15:28:28 2020,2,Clouds,broken clouds,277.65,282.79,75,6.2,711443324 -709407676 -2048435109 1396777102,1396777102
Thu Jan  2 15:28:59 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,711443324 -709407676 -2048435109 1396777102,-2048435109
Thu Jan  2 15:30:02 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,-2048435109 1396777102 187338329,187338329
Thu Jan  2 15:30:44 2020,0,Clouds,broken clouds,277.65,282.79,75,6.2,-2048435109 187338329,187338329
Thu Jan  2 15:30:58 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,-2048435109 187338329,187338329
Thu Jan  2 15:31:20 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,-2048435109 187338329,187338329
Thu Jan  2 15:31:56 2020,2,Clouds,broken clouds,277.65,282.79,75,6.2,187338329 542657908,187338329
Thu Jan  2 15:32:31 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,187338329 542657908,187338329
Thu Jan  2 15:32:44 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,187338329 542657908,187338329
Thu Jan  2 15:33:08 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,187338329 1835521675 542657908,1835521675
Thu Jan  2 15:34:12 2020,1,Clouds,broken clouds,277.65,282.79,75,6.2,1835521675,1835521675
Thu Jan  2 15:37:19 2020,2,Clouds,overcast clouds,276.95,282.66,90,6.7,,
Thu Jan  2 15:37:57 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-806429853,-806429853
Thu Jan  2 15:38:57 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,760617276,760617276
Thu Jan  2 15:39:08 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-806429853 760617276 -1761342281,-806429853
Thu Jan  2 15:39:53 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,760617276 -1761342281 188714585,-1761342281
Thu Jan  2 15:40:49 2020,2,Clouds,overcast clouds,276.95,282.66,90,6.7,-806429853 -1761342281 188714585,-806429853
Thu Jan  2 15:40:58 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-806429853 -1761342281 188714585,-806429853
Thu Jan  2 15:41:38 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-806429853 -2013810669 289536882 -847854193,289536882
Thu Jan  2 15:42:36 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-806429853 289536882,289536882
Thu Jan  2 15:42:50 2020,3,Clouds,overcast clouds,276.95,282.66,90,6.7,-806429853 289536882 -847854193,-847854193
Thu Jan  2 15:43:48 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-2013810669 289536882 -847854193 1441959998,-2013810669
Thu Jan  2 15:44:03 2020,3,Clouds,overcast clouds,276.95,282.66,90,6.7,-2013810669 289536882 -847854193 1441959998,-2013810669
Thu Jan  2 15:44:25 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-2013810669 -847854193 1441959998,-2013810669
Thu Jan  2 15:45:21 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-2013810669,-2013810669
Thu Jan  2 15:47:27 2020,1,Clouds,overcast clouds,276.95,282.66,90,6.7,-2020888545 271397450,271397450
Thu Jan  2 15:49:38 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,761220171 1442811966,1442811966
Thu Jan  2 15:49:52 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,-418295595 761220171 1442811966,-418295595
