timestamp,section_counter,main,description,feels_like,temp,clouds,wind_speed,recent_buses,most_recent
Thu Jan  2 15:50:09 2020,2,Clouds,overcast clouds,276.9,282.62,90,6.7,-418295595 761220171 1442811966,-418295595
Thu Jan  2 15:51:10 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,-418295595,-418295595
Thu Jan  2 15:53:27 2020,3,Clouds,overcast clouds,276.9,282.62,90,6.7,898396007 223251211,223251211
Thu Jan  2 15:53:54 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,223251211 1085043986,1085043986
Thu Jan  2 15:54:27 2020,2,Clouds,overcast clouds,276.9,282.62,90,6.7,1085043986,1085043986
Thu Jan  2 15:54:55 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,1085043986 674744347,674744347
Thu Jan  2 15:55:24 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,1085043986 674744347,674744347
Thu Jan  2 15:55:54 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,1085043986 674744347,674744347
Thu Jan  2 15:56:10 2020,3,Clouds,overcast clouds,276.9,282.62,90,6.7,674744347,674744347
Thu Jan  2 15:56:26 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,674744347,674744347
Thu Jan  2 15:56:35 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,674744347,674744347
Thu Jan  2 15:56:47 2020,2,Clouds,overcast clouds,276.9,282.62,90,6.7,674744347 -450157381,-450157381
Thu Jan  2 15:57:17 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,-450157381,-450157381
Thu Jan  2 15:58:06 2020,3,Clouds,overcast clouds,276.9,282.62,90,6.7,-450157381,-450157381
Thu Jan  2 15:59:15 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,-1204176153 1385241935 -1388146074,-1204176153
Thu Jan  2 16:00:10 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,-1204176153 1385241935 361826488 -1388146074,361826488
Thu Jan  2 16:00:28 2020,2,Clouds,overcast clouds,276.9,282.62,90,6.7,-1204176153 361826488,361826488
Thu Jan  2 16:01:35 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,,
Thu Jan  2 16:01:55 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,-418856461,-418856461
Thu Jan  2 16:02:03 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,-418856461,-418856461
Thu Jan  2 16:03:50 2020,2,Clouds,overcast clouds,276.9,282.62,90,6.7,-418856461 1074252466 -135696169,1074252466
Thu Jan  2 16:04:11 2020,1,Clouds,overcast clouds,276.9,282.62,90,6.7,1074252466 -135696169,1074252466
Thu Jan  2 16:49:42 2020,2,Clouds,overcast clouds,277.04,282.58,90,6.7,,
Thu Jan  2 16:50:40 2020,3,Clouds,overcast clouds,277.04,282.58,90,6.7,-1655664087,-1655664087
Thu Jan  2 16:50:58 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,-1655664087,-1655664087
Thu Jan  2 16:52:12 2020,3,Clouds,overcast clouds,277.04,282.58,90,6.7,-1655664087,-1655664087
Thu Jan  2 16:52:41 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,791951776,791951776
Thu Jan  2 16:53:17 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,791951776,791951776
Thu Jan  2 16:53:52 2020,6,Clouds,overcast clouds,277.04,282.58,90,6.7,791951776,791951776
Thu Jan  2 16:54:35 2020,2,Clouds,overcast clouds,277.04,282.58,90,6.7,-1646396792 -1171376486 -2004957321,-2004957321
Thu Jan  2 16:55:33 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,-1646396792 1437176440 -1171376486 755256845,755256845
Thu Jan  2 16:57:57 2020,5,Clouds,overcast clouds,277.04,282.58,90,6.7,-1660806815,-1660806815
Thu Jan  2 16:59:29 2020,2,Clouds,overcast clouds,277.04,282.58,90,6.7,-1660806815 -709604267,-709604267
Thu Jan  2 17:00:47 2020,1,Clouds,overcast clouds,277.02,282.56,90,6.7,,
Thu Jan  2 17:01:19 2020,1,Clouds,overcast clouds,277.02,282.56,90,6.7,-1060150060 -632438818,-632438818
Thu Jan  2 17:02:24 2020,7,Clouds,overcast clouds,277.02,282.56,90,6.7,-1060150060 -632438818,-632438818
Thu Jan  2 17:05:27 2020,3,Clouds,overcast clouds,277.02,282.56,90,6.7,-21066106,-21066106
Thu Jan  2 17:05:40 2020,1,Clouds,overcast clouds,277.02,282.56,90,6.7,-21066106,-21066106
Thu Jan  2 17:06:01 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,-21066106 945466145,945466145
Thu Jan  2 17:06:14 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,-21066106 945466145,945466145
Thu Jan  2 17:07:41 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,945466145 -662586601 -1646921079,-662586601
Thu Jan  2 17:07:57 2020,0,Clouds,overcast clouds,277.04,282.58,90,6.7,-662586601 -1646921079 941592385,941592385
Thu Jan  2 17:10:50 2020,1,Clouds,overcast clouds,277.04,282.58,90,6.7,-303214387 -2048959400,-2048959400
Thu Jan  2 17:11:09 2020,1,Clouds,overcast clouds,277.53,282.5,90,6.2,-303214387 -2048959400,-2048959400
Thu Jan  2 17:12:02 2020,6,Clouds,overcast clouds,277.53,282.5,90,6.2,-303214387 -2053218786 -2048959400,-2053218786
Thu Jan  2 17:12:31 2020,1,Clouds,overcast clouds,277.53,282.5,90,6.2,-2053218786 -1610735680,-1610735680
Thu Jan  2 17:12:56 2020,1,Clouds,overcast clouds,277.53,282.5,90,6.2,-2053218786 -1610735680,-1610735680
Thu Jan  2 17:13:28 2020,1,Clouds,overcast clouds,277.53,282.5,90,6.2,-442086374,-442086374
Thu Jan  2 17:15:33 2020,3,Clouds,overcast clouds,277.53,282.5,90,6.2,-2053218786 -1610735680 -442086374,-2053218786
Thu Jan  2 17:15:48 2020,9,Clouds,overcast clouds,277.53,282.5,90,6.2,-2053218786 -1610735680 -442086374,-2053218786
Thu Jan  2 17:16:43 2020,1,Clouds,overcast clouds,277.52,282.49,90,6.2,-2053218786 -1610735680 -16421329,-16421329
Thu Jan  2 17:16:51 2020,2,Clouds,overcast clouds,277.52,282.49,90,6.2,-1610735680 -16421329,-16421329
Thu Jan  2 17:17:01 2020,7,Clouds,overcast clouds,277.52,282.49,90,6.2,-1610735680 -16421329,-16421329
Thu Jan  2 17:17:26 2020,2,Clouds,overcast clouds,277.52,282.49,90,6.2,-1610735680 -16421329,-16421329
Thu Jan  2 17:17:40 2020,2,Clouds,overcast clouds,277.52,282.49,90,6.2,-1610735680 -16421329,-16421329
Thu Jan  2 17:18:26 2020,1,Clouds,overcast clouds,277.52,282.49,90,6.2,-16421329,-16421329
Thu Jan  2 17:18:46 2020,1,Clouds,overcast clouds,277.52,282.49,90,6.2,,
Thu Jan  2 17:19:39 2020,1,Clouds,overcast clouds,277.52,282.49,90,6.2,1347160330 -927439271,-927439271
Thu Jan  2 17:20:10 2020,1,Clouds,overcast clouds,277.52,282.49,90,6.2,-927439271,-927439271
Thu Jan  2 17:20:39 2020,3,Clouds,overcast clouds,277.52,282.49,90,6.2,1347160330 -927439271 632560617,632560617
Thu Jan  2 17:21:32 2020,1,Clouds,overcast clouds,277.52,282.49,90,6.2,632560617 1943818346 1104070574,1104070574
Thu Jan  2 17:21:50 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,632560617 1943818346 1104070574 1392880078,1392880078
Thu Jan  2 17:22:36 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,1347160330 1943818346 1104070574 1392880078,1347160330
Thu Jan  2 17:23:30 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,1347160330 1104070574 1392880078 549701646,1392880078
Thu Jan  2 17:24:03 2020,2,Clouds,overcast clouds,277.62,282.57,90,6.2,1347160330 1392880078 549701646 1085502742,1085502742
Thu Jan  2 17:24:42 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,1347160330 1392880078 549701646 1085502742,1392880078
Thu Jan  2 17:25:04 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,1347160330 1392880078 549701646 1085502742 -1602788060,-1602788060
Thu Jan  2 17:25:12 2020,3,Clouds,overcast clouds,277.62,282.57,90,6.2,1347160330 1392880078 549701646 -48790929 1085502742 -1602788060,-48790929
Thu Jan  2 17:25:26 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,1392880078 -48790929 1085502742 -1602788060,-48790929
Thu Jan  2 17:25:41 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,1392880078 -48790929 1085502742 -1602788060,-48790929
Thu Jan  2 17:27:46 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,-48790929,-48790929
Thu Jan  2 17:28:26 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,-48790929 1942573162,1942573162
Thu Jan  2 17:29:37 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,-48790929 1942573162 683398969,683398969
Thu Jan  2 17:29:48 2020,1,Clouds,overcast clouds,277.62,282.57,90,6.2,-48790929 1942573162 -1025972055 683398969,-1025972055
Thu Jan  2 17:33:14 2020,1,Clouds,overcast clouds,277.54,282.51,90,6.2,991906815 1829169003,991906815
Thu Jan  2 17:33:31 2020,1,Clouds,overcast clouds,277.54,282.51,90,6.2,991906815 1829169003,991906815
Thu Jan  2 17:34:38 2020,1,Clouds,overcast clouds,277.54,282.51,90,6.2,991906815,991906815
Thu Jan  2 17:35:31 2020,1,Clouds,overcast clouds,277.54,282.51,90,6.2,-1222310575,-1222310575
Thu Jan  2 17:36:33 2020,1,Clouds,overcast clouds,277.54,282.51,90,6.2,-1222310575,-1222310575
Thu Jan  2 17:37:15 2020,5,Clouds,overcast clouds,277.54,282.51,90,6.2,-1222310575,-1222310575
Thu Jan  2 17:37:31 2020,2,Clouds,overcast clouds,277.54,282.51,90,6.2,-1222310575,-1222310575
Thu Jan  2 17:37:50 2020,2,Clouds,overcast clouds,277.54,282.51,90,6.2,-1222310575,-1222310575
Thu Jan  2 17:38:14 2020,1,Clouds,overcast clouds,277.54,282.51,90,6.2,,
Thu Jan  2 17:38:40 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,-295745991,-295745991
Thu Jan  2 17:39:15 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,755650061 -295745991,755650061
Thu Jan  2 17:41:27 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,1975014712 -2048435109 1564657114 542657908,-2048435109
Thu Jan  2 17:42:06 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,1975014712 -2048435109 1564657114 542657908,542657908
Thu Jan  2 17:43:06 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,542657908,542657908
Thu Jan  2 17:43:34 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,542657908,542657908
Thu Jan  2 17:43:52 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,,
Thu Jan  2 17:44:23 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,,
Thu Jan  2 17:44:46 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,,
Thu Jan  2 17:45:57 2020,0,Clouds,overcast clouds,276.93,282.58,90,7.2,-1864713418,-1864713418
Thu Jan  2 17:46:41 2020,3,Clouds,overcast clouds,276.93,282.58,90,7.2,-1864713418 679869258,679869258
Thu Jan  2 17:47:04 2020,4,Clouds,overcast clouds,276.93,282.58,90,7.2,-1864713418,-1864713418
Thu Jan  2 17:47:32 2020,2,Clouds,overcast clouds,276.93,282.58,90,7.2,-1864713418 1486525251 1759243385,1486525251
Thu Jan  2 17:47:56 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,-1864713418 679869258 1486525251 1759243385,679869258
Thu Jan  2 17:48:12 2020,1,Clouds,overcast clouds,276.93,282.58,90,7.2,-1864713418 679869258 1486525251 1759243385,679869258
Thu Jan  2 17:48:54 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,679869258 1486525251 1759243385,679869258
Thu Jan  2 17:49:28 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,-1864713418 679869258 1486525251 -1257265232,-1257265232
Thu Jan  2 17:49:41 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,-1864713418 679869258 -1257265232,-1257265232
Thu Jan  2 17:49:54 2020,2,Clouds,overcast clouds,276.94,282.59,90,7.2,-1864713418 -1257265232,-1257265232
Thu Jan  2 17:50:10 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,-1864713418 -1257265232,-1257265232
Thu Jan  2 17:50:35 2020,3,Clouds,overcast clouds,276.94,282.59,90,7.2,-1864713418 -1257265232,-1257265232
Thu Jan  2 17:51:07 2020,3,Clouds,overcast clouds,276.94,282.59,90,7.2,-1257265232,-1257265232
Thu Jan  2 17:51:28 2020,2,Clouds,overcast clouds,276.94,282.59,90,7.2,-806429853,-806429853
Thu Jan  2 17:51:40 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,-806429853,-806429853
Thu Jan  2 17:51:53 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,-806429853,-806429853
Thu Jan  2 17:52:01 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,-806429853,-806429853
Thu Jan  2 17:52:48 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,-806429853 1479874109,1479874109
Thu Jan  2 17:53:22 2020,1,Clouds,overcast clouds,276.94,282.59,90,7.2,1479874109,1479874109
Thu Jan  2 17:56:05 2020,6,Clouds,overcast clouds,276.95,282.6,90,7.2,955323521 -1767270390,-1767270390
Thu Jan  2 17:57:26 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-1767270390 -269299068,-269299068
Thu Jan  2 17:58:31 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-269299068 1442811966,1442811966
Thu Jan  2 17:58:38 2020,2,Clouds,overcast clouds,276.95,282.6,90,7.2,-269299068 1442811966,1442811966
Thu Jan  2 17:58:51 2020,2,Clouds,overcast clouds,276.95,282.6,90,7.2,1442811966,1442811966
Thu Jan  2 18:00:31 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-2013810669,-2013810669
Thu Jan  2 18:00:57 2020,3,Clouds,overcast clouds,276.95,282.6,90,7.2,-2013810669 -2020888545,-2020888545
Thu Jan  2 18:01:23 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-2013810669,-2013810669
Thu Jan  2 18:01:53 2020,2,Clouds,overcast clouds,276.95,282.6,90,7.2,-2013810669 -2020888545,-2020888545
Thu Jan  2 18:02:36 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-2020888545,-2020888545
Thu Jan  2 18:02:46 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-2020888545,-2020888545
Thu Jan  2 18:02:58 2020,2,Clouds,overcast clouds,276.95,282.6,90,7.2,-2020888545,-2020888545
Thu Jan  2 18:03:12 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-2020888545,-2020888545
Thu Jan  2 18:03:30 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,-2020888545,-2020888545
Thu Jan  2 18:04:03 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,,
Thu Jan  2 18:04:19 2020,2,Clouds,overcast clouds,276.95,282.6,90,7.2,,
Thu Jan  2 18:05:35 2020,3,Clouds,overcast clouds,276.95,282.6,90,7.2,733478589 1835521675,1835521675
Thu Jan  2 18:05:59 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,733478589 -1337018262 -436943022 1835521675,-1337018262
Thu Jan  2 18:06:18 2020,1,Clouds,overcast clouds,276.95,282.6,90,7.2,733478589 -1337018262 -436943022 1835521675,-1337018262
Thu Jan  2 18:06:36 2020,4,Rain,light rain,277.46,282.54,90,6.7,733478589 -1337018262 -436943022 1835521675,-1337018262
Thu Jan  2 18:07:09 2020,1,Rain,light rain,277.46,282.54,90,6.7,-1337018262 -436943022 -801650890 -450157381,-801650890
Thu Jan  2 18:07:35 2020,2,Rain,light rain,277.46,282.54,90,6.7,-1337018262 -436943022 -450157381 1085043986,1085043986
Thu Jan  2 18:07:49 2020,1,Rain,light rain,277.46,282.54,90,6.7,-1337018262 -436943022 -450157381 1085043986,1085043986
Thu Jan  2 18:08:14 2020,2,Rain,light rain,277.46,282.54,90,6.7,-801650890 -450157381 1085043986,-801650890
Thu Jan  2 18:08:42 2020,2,Rain,light rain,277.46,282.54,90,6.7,-801650890 -450157381 1085043986,-801650890
Thu Jan  2 18:08:56 2020,1,Rain,light rain,277.46,282.54,90,6.7,-801650890 1085043986,-801650890
Thu Jan  2 18:09:07 2020,2,Rain,light rain,277.46,282.54,90,6.7,-801650890 1085043986,-801650890
Thu Jan  2 18:09:37 2020,2,Rain,light rain,277.46,282.54,90,6.7,-801650890 1085043986,-801650890
Thu Jan  2 18:09:48 2020,0,Rain,light rain,277.46,282.54,90,6.7,-801650890,-801650890
Thu Jan  2 18:10:08 2020,1,Rain,light rain,277.46,282.54,90,6.7,271397450,271397450
Thu Jan  2 18:10:16 2020,1,Rain,light rain,277.46,282.54,90,6.7,271397450,271397450
Thu Jan  2 18:10:30 2020,3,Rain,light rain,277.46,282.54,90,6.7,271397450,271397450
Thu Jan  2 18:11:57 2020,2,Rain,light rain,277.61,282.66,90,6.7,271397450,271397450
Thu Jan  2 18:12:13 2020,1,Rain,light rain,277.61,282.66,90,6.7,271397450,271397450
Thu Jan  2 18:13:31 2020,2,Rain,light rain,277.61,282.66,90,6.7,-1388146074 -382937601,-1388146074
Thu Jan  2 18:13:53 2020,1,Rain,light rain,277.61,282.66,90,6.7,-1388146074 -382937601,-1388146074
Thu Jan  2 18:14:10 2020,1,Rain,light rain,277.61,282.66,90,6.7,-1388146074 -382937601,-1388146074
Thu Jan  2 18:14:47 2020,1,Rain,light rain,277.61,282.66,90,6.7,-1388146074 -709407676 -418856461,-418856461
Thu Jan  2 18:16:10 2020,1,Rain,light rain,277.61,282.66,90,6.7,898396007 -709407676 -418856461 -2042081099,-2042081099
Thu Jan  2 18:16:34 2020,6,Rain,light rain,277.61,282.66,90,6.7,898396007,898396007
Thu Jan  2 18:18:02 2020,1,Rain,light rain,277.64,282.68,90,6.7,-2042081099,-2042081099
Thu Jan  2 18:18:40 2020,1,Rain,light rain,277.64,282.68,90,6.7,-2042081099 -450681670,-450681670
Thu Jan  2 18:18:50 2020,1,Rain,light rain,277.64,282.68,90,6.7,-2042081099 -450681670,-450681670
Thu Jan  2 18:20:37 2020,1,Rain,light rain,277.64,282.68,90,6.7,683333433 1349723513,1349723513
Thu Jan  2 18:22:04 2020,0,Rain,light rain,277.64,282.68,90,6.7,1349723513,1349723513
Thu Jan  2 18:22:47 2020,2,Rain,light rain,277.64,282.68,90,6.7,-1612214554 -847854193,-1612214554
Thu Jan  2 18:24:27 2020,1,Rain,light rain,277.61,282.66,90,6.7,,
Thu Jan  2 18:27:49 2020,5,Rain,light rain,277.61,282.66,90,6.7,187338329 361826488,361826488
Thu Jan  2 18:28:12 2020,1,Rain,light rain,277.61,282.66,90,6.7,187338329 361826488,361826488
Thu Jan  2 18:28:38 2020,1,Rain,light rain,277.61,282.66,90,6.7,,
Thu Jan  2 18:28:46 2020,1,Rain,light rain,277.61,282.66,90,6.7,,
Thu Jan  2 18:29:07 2020,2,Rain,light rain,277.61,282.66,90,6.7,,
Thu Jan  2 18:29:30 2020,6,Rain,light rain,277.6,282.65,90,6.7,,
Thu Jan  2 18:29:46 2020,1,Rain,light rain,277.6,282.65,90,6.7,-37872659 188714585,188714585
Thu Jan  2 18:29:54 2020,1,Rain,light rain,277.6,282.65,90,6.7,-37872659 188714585,188714585
Thu Jan  2 18:30:30 2020,4,Rain,light rain,277.6,282.65,90,6.7,-37872659 711443324 188714585,711443324
Thu Jan  2 18:30:55 2020,3,Rain,light rain,277.6,282.65,90,6.7,-37872659 711443324 188714585,711443324
Thu Jan  2 18:31:20 2020,1,Rain,light rain,277.6,282.65,90,6.7,-37872659 711443324 188714585,711443324
Thu Jan  2 18:32:02 2020,1,Rain,light rain,277.6,282.65,90,6.7,711443324 -2014072804 -1222179503,-1222179503
Thu Jan  2 18:34:14 2020,2,Rain,light rain,277.6,282.65,90,6.7,944089893,944089893
Thu Jan  2 18:35:06 2020,2,Rain,light rain,277.6,282.65,90,6.7,-1761342281 944089893,-1761342281
Thu Jan  2 18:35:27 2020,1,Rain,light rain,277.6,282.65,90,6.7,-1761342281 944089893,-1761342281
Thu Jan  2 18:36:27 2020,1,Rain,light rain,277.6,282.65,90,6.7,-1761342281 1442615358,1442615358
Thu Jan  2 18:39:05 2020,1,Rain,light rain,277.6,282.65,90,6.7,1396777102,1396777102
Thu Jan  2 18:40:13 2020,1,Rain,light rain,277.6,282.65,90,6.7,1347225866 2062812949 1299886420,2062812949
Thu Jan  2 18:40:30 2020,1,Rain,light rain,277.6,282.65,90,6.7,1347225866 2062812949 1299886420,2062812949
Thu Jan  2 18:40:43 2020,1,Rain,light rain,277.6,282.65,90,6.7,1347225866 2062812949 1299886420,2062812949
Thu Jan  2 18:40:59 2020,1,Rain,light rain,277.6,282.65,90,6.7,1347225866 2062812949 1299886420,2062812949
Thu Jan  2 18:41:46 2020,4,Rain,light rain,277.6,282.65,90,6.7,1347225866 2062812949,2062812949
Thu Jan  2 18:42:25 2020,1,Rain,light rain,277.6,282.65,90,6.7,223251211,223251211
Thu Jan  2 18:42:36 2020,1,Rain,light rain,277.6,282.65,90,6.7,223251211,223251211
Thu Jan  2 18:43:17 2020,2,Rain,light rain,277.6,282.65,90,6.7,223251211 1487835975,1487835975
Thu Jan  2 18:43:41 2020,2,Rain,light rain,277.6,282.65,90,6.7,223251211 1487835975,1487835975
Thu Jan  2 18:45:38 2020,2,Drizzle,light intensity drizzle,278.58,282.66,90,5.7,-808199326,-808199326
Thu Jan  2 18:49:06 2020,0,Drizzle,light intensity drizzle,278.58,282.66,90,5.7,-1847981108,-1847981108
Thu Jan  2 18:50:51 2020,3,Drizzle,light intensity drizzle,278.58,282.66,90,5.7,-49184152 -1204176153 -1223162544,-1204176153
Thu Jan  2 18:52:46 2020,4,Drizzle,light intensity drizzle,278.58,282.66,90,5.7,289536882 -2058828322,-2058828322
Thu Jan  2 18:53:08 2020,1,Drizzle,light intensity drizzle,278.58,282.66,90,5.7,289536882 -2058828322 1074252466,1074252466
Thu Jan  2 18:53:19 2020,1,Drizzle,light intensity drizzle,278.58,282.66,90,5.7,289536882 -2058828322 1074252466,1074252466
Thu Jan  2 18:54:04 2020,2,Drizzle,light intensity drizzle,278.58,282.66,90,5.7,-2058828322 1074252466,1074252466
Thu Jan  2 18:56:13 2020,0,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,761220171,761220171
Thu Jan  2 18:56:39 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,761220171,761220171
Thu Jan  2 18:57:10 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,,
Thu Jan  2 18:58:07 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-16683488,-16683488
Thu Jan  2 18:59:07 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-16683488,-16683488
Thu Jan  2 18:59:20 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-16683488 -259516092,-259516092
Thu Jan  2 18:59:36 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-43483091 -259516092,-43483091
Thu Jan  2 19:00:12 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-43483091 -259516092,-259516092
Thu Jan  2 19:00:23 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-43483091 -259516092,-259516092
Thu Jan  2 19:00:46 2020,0,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-43483091 -259516092,-259516092
Thu Jan  2 19:01:18 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-43483091 -259516092 -839288445 543968624,543968624
Thu Jan  2 19:01:45 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-259516092 -418295595 -839288445,-418295595
Thu Jan  2 19:02:07 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-418295595 -839288445,-418295595
Thu Jan  2 19:02:25 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-418295595 -839288445 543968624,543968624
Thu Jan  2 19:03:08 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-418295595 543968624 737376253,543968624
Thu Jan  2 19:03:16 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-418295595 543968624 737376253,543968624
Thu Jan  2 19:03:23 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-418295595 543968624 737376253,543968624
Thu Jan  2 19:03:37 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,543968624 737376253,543968624
Thu Jan  2 19:03:48 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,543968624 737376253 -8557012,-8557012
Thu Jan  2 19:04:48 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,543968624 737376253 -8557012,737376253
Thu Jan  2 19:05:00 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,737376253 -8557012,737376253
Thu Jan  2 19:05:19 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,737376253 -8557012,737376253
Thu Jan  2 19:05:28 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,737376253 -8557012,737376253
Thu Jan  2 19:06:25 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,737376253,737376253
Thu Jan  2 19:07:18 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,737376253 755256845 -135696169,-135696169
Thu Jan  2 19:08:28 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,737376253 755256845 -135696169 1385241935,1385241935
Thu Jan  2 19:08:56 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-135696169 1385241935,1385241935
Thu Jan  2 19:09:05 2020,1,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,-135696169 1385241935,1385241935
Thu Jan  2 19:10:15 2020,2,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,755584525 -1646396792,-1646396792
Thu Jan  2 19:11:24 2020,5,Drizzle,light intensity drizzle,278.61,282.68,90,5.7,755584525 -1646396792,-1646396792
Thu Jan  2 19:11:35 2020,1,Clouds,overcast clouds,279.04,282.69,90,5.1,755584525 -1646396792,-1646396792
Thu Jan  2 19:12:22 2020,1,Clouds,overcast clouds,279.04,282.69,90,5.1,-1655664087 674744347,-1655664087
Thu Jan  2 19:12:34 2020,1,Clouds,overcast clouds,279.04,282.69,90,5.1,-1655664087 674744347,674744347
Thu Jan  2 19:13:18 2020,1,Clouds,overcast clouds,279.04,282.69,90,5.1,-1655664087 674744347,674744347
Thu Jan  2 19:14:02 2020,3,Clouds,overcast clouds,279.04,282.69,90,5.1,-1655664087 674744347 945466145,945466145
Thu Jan  2 19:14:31 2020,2,Clouds,overcast clouds,279.04,282.69,90,5.1,945466145,945466145
Thu Jan  2 19:14:41 2020,2,Clouds,overcast clouds,279.04,282.69,90,5.1,-1232761177 945466145,-1232761177
Thu Jan  2 19:15:18 2020,4,Clouds,overcast clouds,279.04,282.69,90,5.1,-1232761177 -1463740155 945466145 1139381708,-1463740155
Thu Jan  2 19:15:40 2020,4,Clouds,overcast clouds,279.04,282.69,90,5.1,-1232761177 -1463740155 945466145 1139381708,-1463740155
Thu Jan  2 19:16:00 2020,4,Clouds,overcast clouds,279.04,282.69,90,5.1,-1232761177 -1463740155 1139381708,-1463740155
